Category,Name,Image,Website,Offer,Details,Districts
Multinational,2+2 cafe (Royal Park Hotel),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/Royal%20Park%20Hotel%20logo_300x300%20-%20ling%20lau.png?itok=Vi7QjMyr,http://www.diningdiscount.hk/en/restaurant/354,"30% for whole session lunch buffet and whole session dinner buffet
Maximum 12 persons per transaction","Offers are eligible for all vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers are available on a first-come-first-served basis while stocks last.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Sha Tin']
Multinational,Virus Restaurant and Bar,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/WhatsApp%20Image%202021-07-08%20at%204.21.19%20PM.jpeg?itok=ZnQC8kkH,http://www.diningdiscount.hk/en/restaurant/397,"菜式單點七折
餐廳須預先1日訂枱","本優惠適用於已接種疫苗的顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。 除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。 如指定之優惠產品售完，參與商戶將提供其他等值或更高價值的優惠。 顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。 優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。",['Wan Chai']
Multinational,Bistro On the Mile (Holiday Inn Golden Mile Hong Kong),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/Holiday%20Inn%20Golden%20Mile%20Hong%20Kong_LOGO_Colour_V%20-%20Catering%20Holiday%20Inn.jpg?itok=HJ_smbss,http://www.diningdiscount.hk/en/restaurant/356,30% off lunch & dinner ,"Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers are available on a first-come-first-served basis while stocks last.
If the offers are sold out, alternate offers with equivalent or higher value will be available.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.
customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.
all customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer. Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable. Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Yau Tsim Mong']
Multinational,Patina Bistro by Tang's Living Group,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/Patina_Bistro_logo%20%281%29%20-%20Nigel%20Lee_0.png?itok=NQZcSvKu,http://www.diningdiscount.hk/en/restaurant/390,Set menu for 4 persons,"本優惠適用於已接種疫苗的顧客。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。
顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。
優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。",['Kowloon City']
Multinational,Harbour Grand Cafe  (Harbour Grand Hong Kong),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/300x300%20HGHK%20PNG%20-%20Becky%20Momo.PNG?itok=SoQU6Kua,http://www.diningdiscount.hk/en/restaurant/349," 30% discount on Lunch Buffet from Tuesday – Friday at Harbour Grand Café
Above offer not applicable on public holiday","Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers are available on a first-come-first-served basis while stocks last.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Eastern']
Multinational,L’Eau (Regal Riverside Hotel),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/hotel%20logo_mid%20high%20res%20-%20Kammy%20Lui%20%281%29_4.jpg?itok=4UJ7aQwT,http://www.diningdiscount.hk/en/restaurant/387,July 30% off for food (except promotional items),"Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.",['Sha Tin']
Multinational,The Platter - Hotel COZi ‧ Resort by Tang's Living Group,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/HCR_Logo%20-%20D%20Mung_0.jpg?itok=28hvEOiF,http://www.diningdiscount.hk/en/restaurant/413,提供自助餐七折優惠予四人一枱，四人均已接種疫苗的顧客。,"所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠並不適用於參與商戶之特定日期（如適用）。
詳情請向參與商戶查詢。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。",['Tuen Mun']
Multinational,Bay's Kitchen & Bar,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/Bay%27s%20Kitchen%20%26%20Bar_color_181029%20-%20Raphael%20Li.jpg?itok=WC4szHZo,http://www.diningdiscount.hk/en/restaurant/414,提供半自助晚餐七折丶自助晚餐七折優惠予四人一枱，四人均已接種疫苗的顧客。,"本優惠適用於已接種疫苗之顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。
優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。",['Tsuen Wan']
Multinational,"Pentalounge  (Pentahotel Hong Kong, Tuen Mun)",http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/penta_stacked_Hong%20Kong_Tuen%20Mun_billingual_black_300%20x%20300%20%20-%20Pentahotel%20Hong%20Kong%2C%20Kowloon.jpg?itok=dRiPYIRF,http://www.diningdiscount.hk/en/restaurant/368,30% off food & beverage for dinner period,"1.      Offers are eligible for vaccinated customers.
2.      Offer is only available on Monday, Thursday and Friday
3.      Advance reservation is required and confirmation is subject to availability
4.      The offer is applicable to booking of a maximum of 12 persons only
5.      The offer is not applicable to alcoholic drinks.
6.      Offers cannot be exchanged for cash, other products or discounts and are not transferable.
7.      Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
8.      Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
9.      Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
10.  Dining offers are applicable to dine-in consumption only and not applicable to takeaway items.
11.  10% service charge applies on dining offers and will be calculated based on original price if applicable.
12.  Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
13.  In case of any disputes, the decision of the participating merchant shall remain final.",['Tuen Mun']
Multinational,"Cafe, Hyatt Regency Tsim Sha Tsui ",http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/Property%20Align%20left_Chi_RGB%20-%20Hyatt%20TST.png?itok=X6X7UlW6,http://www.diningdiscount.hk/en/restaurant/358,"During weekday, enjoy 30% off on dinner consumption at Cafe (buffet only) 

 
 ","1.    The offer is valid from 7 July to 31 August 2021, Monday through Friday at The Chinese Restaurant; and Monday through Thursday at Cafe.
2.    30% off on food and beverage consumption during dinner at The Chinese Restaurant and dinner buffet at Cafe.
3.    Applicable to a table of 4 guests during dinner period, all guests are required to take the first COVID19 jab. 
4.    Advance reservation is required and subject to availability.
5.    Quotas apply.  Offer is available on a first-come-first-served basis while stocks last.
6.    Customer will receive a confirmation within 24 hours. For enquiry, please contact the restaurant at +852 3721 7700.
7.    Hyatt Regency Hong Kong, Tsim Sha Tsui reserves the right to amend or cancel the promotion details, the number of quota and any of its terms and conditions, without prior notice.
8.    In case of any disputes, the decision of Hyatt Regency Hong Kong, Tsim Sha Tsui shall be final.
9.    General terms and conditions apply, please check with merchant for details.
 ",['Yau Tsim Mong']
Multinational,Hot Pot Moment,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/WhatsApp%20Image%202021-07-05%20at%209.51.10%20AM.jpeg?itok=8IkYaLJa,http://www.diningdiscount.hk/en/restaurant/405,個別食品七折優惠予四人一枱，四人均已接種疫苗的顧客,"所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。
優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。",['Yau Tsim Mong']
Multinational,"Garden Lounge (The Murray, Hong Kong, a Niccolo Hotel)",http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/The%20Murray%2C%20Hong%20Kong%20-%20Gold%20Logo%20-%20The%20Murray_1.jpg?itok=LBc7oCuK,http://www.diningdiscount.hk/en/restaurant/375,30% in Food consumption only in a la carte items,"The offer is not applicable on brunches, discounted/set menus, special promotions and beverages.

The offer is applicable to bookings/visits of 2 to 6 guests per table and can only be used once per table per transaction. Splitting bill is not allowed.

The offer is not applicable to the purchase of vouchers.

The offer is not applicable to catering service, banquets and private events.

Please inform us of any food allergies or specific dietary requirements to enable us to tailor the dining experience accordingly.

Special requests and seating are subject to availability.
In case of disputes, the decision of The Murray, Hong Kong, a Niccolo Hotel shall be final.
 ",['Central and Western']
Multinational,Alva House (ALVA Hotel By Royal),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/Logo%20-%20Alfred%20Tsang.PNG?itok=8gIS_toy,http://www.diningdiscount.hk/en/restaurant/366,"30% Discount Off. Alva House Lunch and Dinner Buffet (Mon - Thur) Only
Offer is only applicable for a reservation max. for 12 people.  
Advance reservation is required on 3653 1118 or 3653 1119","Offers are eligible for vanccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers are available on a first-come-first-served basis while stocks last.
If the offers are sold out, alternate offers with equivalent or higher value will be available.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Sha Tin']
Multinational,Olea (Novotel Citygate Hong Kong),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/Novotel%20Citygate%20Hong%20Kong%20Logo%20-%20NCG%20HK_0.png?itok=1rSTOPAV,http://www.diningdiscount.hk/en/restaurant/345,"30% off for Olea's Dinner A La Carte Menu Items
* Offers will available from 15 July - 31 August 2021
* 30% off discounts are based on the original prices","1. Offers are eligible for vaccinated customers.
2. Offers cannot be exchanged for cash, other products or discounts and are not transferable.
3. Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
4. Offers are available on a first-come-first-served basis while stocks last.
5. Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
6. 10% service charge applies on dining offers.
7. In case of any disputes, the decision of the participating merchant shall remain final.",['Islands']
Multinational,La Scala (Royal Plaza Hotel),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/Hotel%20logo%20300x300%20-%20pp%20pp%20%281%29.png?itok=YpaSh6nD,http://www.diningdiscount.hk/en/restaurant/371,"30% off for total bill, La Scala Lunch Buffet and Dinner Buffet only
This offer is valid from Monday to Sunday","Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Only electronic payments are entitled to the offers if applicable. Octopus Card and cash payments are not eligible if applicable., Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Yau Tsim Mong']
Multinational,LE BAR (Ibis Hong Kong Central & Sheung Wan Hotel)  ,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/Logo_ibis_RGB%20-%20it%20h7606o.png?itok=u-vp9lFQ,http://www.diningdiscount.hk/en/restaurant/363,"30% on A la carte menu only
1. Black Out Date: Saturday, Sunday and Public Holiday.  

2. Cannot Be used in conjunction with Accor Plus and ALL - Accor Live Limitless members' offer. ","Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers are available on a first-come-first-served basis while stocks last. If the offers are sold out, alternate offers with equivalent or higher value will be available.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable. Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Central and Western']
Multinational,The Platter - Hotel COZi ‧ Wetland by Tang's Living Group,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/HCW_Logo%20-%20D%20Mung.jpg?itok=5W5j9a8-,http://www.diningdiscount.hk/en/restaurant/416,提供自助餐七折優惠予四人一枱，四人均已接種疫苗的顧客。,"所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠並不適用於參與商戶之特定日期（如適用）。
詳情請向參與商戶查詢。, 餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。",['Yuen Long']
Multinational,Pierside Bar & Restaurant (Royal Pacific Hotel),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/Pierside_logo_transparent%20bkgd.jpg?itok=NbVL3nYe,http://www.diningdiscount.hk/en/restaurant/377,30% off on a la carte menu,"Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers are available on a first-come-first-served basis while stocks last. Only electronic payments are entitled to the offers if applicable. Octopus Card and cash payments are not eligible if applicable.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Yau Tsim Mong']
Multinational,The Platter - Hotel COZi ‧ Oasis by Tang's Living Group,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/HCO_Logo%20-%20D%20Mung.jpg?itok=c2zmkl9g,http://www.diningdiscount.hk/en/restaurant/415,提供自助餐七折優惠予四人一枱，四人均已接種疫苗的顧客。,"所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠並不適用於參與商戶之特定日期（如適用）。
詳情請向參與商戶查詢。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。",['Tsuen Wan']
Multinational,Café on the PARK (Royal Pacific Hotel),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/Caf%C3%A9%20on%20the%20PARK%20logo_0.jpg?itok=6NfRqKa4,http://www.diningdiscount.hk/en/restaurant/353,30% off on lunch or dinner buffet,"Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers are available on a first-come-first-served basis while stocks last.
Only electronic payments are entitled to the offers if applicable. Octopus Card and cash payments are not eligible if applicable.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Yau Tsim Mong']
Multinational,Hong Kong Gold Coast Hotel,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/GCH_LOGO_300px%20-%20fongfong%20liu.png?itok=mXRD5tPo,http://www.diningdiscount.hk/en/restaurant/367,"30% Off on Special Summer Dinner Menu for 4
The set dinner menu is available on Mondays to Fridays ","Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.",['Tuen Mun']
Multinational,KITCHEN (W Hong Kong),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/W%20HK%20logo_black_jpeg%20-%20Mickey%20Lam.jpg?itok=aK-3vmcD,http://www.diningdiscount.hk/en/restaurant/361,Kitchen – 30% off on Monday – Friday Lunch Buffet (excluding public holidays),"Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Yau Tsim Mong']
Multinational,Greens Cafe (Harbour Plaza North Point),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/HPNP-bilingual%20-%20300x300.png?itok=5-udlGly,http://www.diningdiscount.hk/en/restaurant/398,"自助晚餐7折優惠, 以上所有價目另設加一服務費 (以原價計算)","本優惠適用於已接種疫苗的顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。
如指定之優惠產品售完，參與商戶將提供其他等值或更高價值的優惠。
優惠使用者必須以電子貨幣支付方可享有優惠（如適用）。恕不接受八達通支付及現金付款（如適用）。
優惠並不適用於參與商戶之特定日期（如適用）。詳情請向參與商戶查詢。
顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。 優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。",['Eastern']
Multinational,Harbour Plaza 8 Degrees,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/logo-01%20-%20Jason%20Tang_5_0.jpg?itok=bT1MkNHH,http://www.diningdiscount.hk/en/restaurant/342,"A La Carte Menu, Semi Lunch & Set Menu 30% less","Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers are available on a first-come-first-served basis while stocks last.If the offers are sold out, alternate offers with equivalent or higher value will be available.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability. 10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers. In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Kowloon City']
